kingdom,phylum,ERZ795058
Archaea,Euryarchaeota,6
Bacteria,Acidobacteria,3
Bacteria,Actinobacteria,1
Bacteria,Armatimonadetes,1
Bacteria,Bacteroidetes,21
Bacteria,Caldiserica,2
Bacteria,Chloroflexi,9
Bacteria,Fibrobacteres,2
Bacteria,Firmicutes,21
Bacteria,Kiritimatiellaeota,1
Bacteria,Planctomycetes,4
Bacteria,Proteobacteria,20
Bacteria,Spirochaetes,12
Bacteria,Synergistetes,2
Bacteria,Tenericutes,3
Bacteria,Thermotogae,3
Bacteria,Verrucomicrobia,9
