assembly_run_ids,study_id
ERR2683236,MGYS00003139
ERR2683237,MGYS00003139
ERR2683239,MGYS00003139
ERR2683240,MGYS00003139
ERR2683242,MGYS00003139
ERR2683243,MGYS00003139
ERR2683247,MGYS00003139
ERR2683248,MGYS00003139
ERR2683250,MGYS00003139
ERR2683253,MGYS00003139
ERR2683256,MGYS00003139
ERR2683258,MGYS00003139
ERR2683260,MGYS00003139
ERR2683262,MGYS00003139
ERR2683263,MGYS00003139
ERR2683266,MGYS00003139
ERR2683267,MGYS00003139
ERR2683269,MGYS00003139
ERR2683270,MGYS00003139
ERR2683271,MGYS00003139
ERR2683272,MGYS00003139
ERR2683274,MGYS00003139
ERR2683275,MGYS00003139
ERR2683278,MGYS00003139
ERR2683279,MGYS00003139
ERR2683280,MGYS00003139
ERR2683526,MGYS00003139
ERR2683530,MGYS00003139
ERR2683531,MGYS00003139
ERR2683532,MGYS00003139
ERR2683533,MGYS00003139
ERR2683536,MGYS00003139
ERR2683537,MGYS00003139
ERR2683538,MGYS00003139
ERR276848,MGYS00001389
ERR1857181,MGYS00001566
ERR1857182,MGYS00001566
ERR1857183,MGYS00001566
ERR1857184,MGYS00001566
ERR1857185,MGYS00001566
ERR1857186,MGYS00001566
ERR1857187,MGYS00001566
ERR1857188,MGYS00001566
ERR1857189,MGYS00001566
ERR1857190,MGYS00001566
ERR1857191,MGYS00001566
ERR1857192,MGYS00001566
ERR1857193,MGYS00001566
ERR1857194,MGYS00001566
ERR1857195,MGYS00001566
ERR1857196,MGYS00001566
ERR1857197,MGYS00001566
ERR1857198,MGYS00001566
ERR1857199,MGYS00001566
ERR1857200,MGYS00001566
ERR1857201,MGYS00001566
ERR1857202,MGYS00001566
ERR1857203,MGYS00001566
ERR1857204,MGYS00001566
ERR1857205,MGYS00001566
ERR1857206,MGYS00001566
ERR1857207,MGYS00001566
ERR1857208,MGYS00001566
ERR1857209,MGYS00001566
ERR1857210,MGYS00001566
ERR1857211,MGYS00001566
ERR1857212,MGYS00001566
ERR1857213,MGYS00001566
ERR1857214,MGYS00001566
ERR1857215,MGYS00001566
ERR1857216,MGYS00001566
ERR2814645,MGYS00005056
ERR2814646,MGYS00005056
ERR2814647,MGYS00005056
ERR2814648,MGYS00005056
ERR2814649,MGYS00005056
ERR2814650,MGYS00005056
ERR2814651,MGYS00005056
ERR2814652,MGYS00005056
ERR2814653,MGYS00005056
ERR2814654,MGYS00005056
ERR2814655,MGYS00005056
ERR2814656,MGYS00005056
ERR2814657,MGYS00005056
ERR2814658,MGYS00005056
ERR2814659,MGYS00005056
ERR2814660,MGYS00005056
ERR2814661,MGYS00005056
ERR2814662,MGYS00005056
ERR2814663,MGYS00005056
ERR2814664,MGYS00005056
ERR2814665,MGYS00005056
ERR2814666,MGYS00005056
ERR2814667,MGYS00005056
ERR2814668,MGYS00005056
ERR2985255,MGYS00005058
ERR2985256,MGYS00005058
ERR2985257,MGYS00005058
ERR2985258,MGYS00005058
ERR2985259,MGYS00005058
ERR2985260,MGYS00005058
ERR2985261,MGYS00005058
ERR2985262,MGYS00005058
ERR2985263,MGYS00005058
ERR2985264,MGYS00005058
ERR2985265,MGYS00005058
ERR2985266,MGYS00005058
ERR2985267,MGYS00005058
ERR2985268,MGYS00005058
ERR2985269,MGYS00005058
ERR2985270,MGYS00005058
ERR2985271,MGYS00005058
ERR2985272,MGYS00005058
ERR2985273,MGYS00005058
ERR2985274,MGYS00005058
ERR2985275,MGYS00005058
ERR2985276,MGYS00005058
ERR2985277,MGYS00005058
ERR2985278,MGYS00005058
ERR1101751,MGYS00000555
