kingdom,phylum,ERZ778036
Archaea,Euryarchaeota,3
Bacteria,Actinobacteria,8
Bacteria,Armatimonadetes,2
Bacteria,Bacteroidetes,15
Bacteria,Chlamydiae,1
Bacteria,Chloroflexi,2
Bacteria,Firmicutes,47
Bacteria,Lentisphaerae,1
Bacteria,Nitrospirae,2
Bacteria,Planctomycetes,4
Bacteria,Proteobacteria,19
Bacteria,Synergistetes,3
Bacteria,Tenericutes,4
Bacteria,Thermotogae,3
