kingdom,phylum,ERZ795030
Archaea,Crenarchaeota,1
Archaea,Euryarchaeota,4
Bacteria,Acidobacteria,5
Bacteria,Actinobacteria,1
Bacteria,Bacteroidetes,25
Bacteria,Caldiserica,1
Bacteria,Chloroflexi,12
Bacteria,Fibrobacteres,2
Bacteria,Firmicutes,19
Bacteria,Kiritimatiellaeota,2
Bacteria,Lentisphaerae,2
Bacteria,Planctomycetes,6
Bacteria,Proteobacteria,23
Bacteria,Spirochaetes,9
Bacteria,Synergistetes,1
Bacteria,Tenericutes,5
Bacteria,Thermotogae,3
Bacteria,Verrucomicrobia,8
