OTU,OFEK01,ERZ724020,ERR977407,ERR977409,ERR977410,ERR977423,ERR977424,ERR977425,ERR977403,ERR977404,ERR977405,ERR977406,ERR977411,ERR977415,ERR977417,ERR977421,ERR1352952,ERR1352953,ERR1352956,ERR1352957,ERR1352959,ERR1352962,ERR1352903,ERR1352906,ERR1352908,ERR1352909,ERR1352932,ERR1352934,ERR1352935,ERR1352937,ERR1352940,ERR1352942,ERR1352943,ERR1352946,ERR1352912,ERR1352913,ERR1352928,ERR1352929,ERR1352947,ERR1352950,ERR1352916,ERR1352918,ERR1352920,ERR1352921,ERR1352924,ERR1352925
OTU1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,3,0,0,0,2,0,0,0,2,0,0,0,0,0,2,1,1,0,1,0
OTU1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
OTU1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,22,0,0,6,0,156,78,0,78,12,0,0,21,52,0,9,33,0,11,0,0,14,22,32,27,0,42,0
OTU1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
OTU1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,4,1,0,0,1,3,0,0,3,0,2,0,0,4,0,1,2,0,2,0
OTU1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,19,0,0,3,0,68,33,1,34,3,0,0,8,29,0,6,9,0,10,0,0,7,8,14,6,0,28,0
OTU1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,16,5,0,5,1,0,0,6,8,0,2,3,0,1,0,0,1,3,6,1,0,9,0
OTU1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,8,0,0
OTU1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,1,0,18,21,0,2,2,0,0,3,4,0,0,13,0,0,0,0,1,6,3,5,0,3,0
OTU1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0
OTU1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
OTU1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
OTU1038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0
OTU1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,0,0,0
OTU1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,13,10,0,2,2,0,0,3,1,0,0,2,0,1,0,0,1,2,1,2,0,4,0
OTU1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,4,2,0,1,0,0,0,0,0,1,1,0,0,0,1,0
OTU1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,30,0,0,7,0,132,54,0,57,9,0,0,20,43,0,12,24,0,12,0,0,21,17,18,12,0,53,0
OTU1044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,13,0,0,14,0,80,25,0,43,9,0,0,30,65,0,14,14,0,7,0,0,11,15,16,14,0,33,0
OTU1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,67,0,0,35,0,399,148,0,181,46,0,0,79,217,0,32,66,0,42,0,0,54,37,86,52,0,146,0
OTU1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,17,3,0,8,1,0,0,6,11,0,1,4,0,1,0,0,4,3,7,3,0,9,0
OTU1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,1,0,21,9,0,10,2,0,0,2,7,0,2,3,0,2,0,0,4,1,4,2,0,7,0
OTU1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,5,0,28,14,0,16,4,0,0,3,7,0,1,5,0,2,0,0,7,5,4,4,0,14,0
OTU1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,58,0,0,22,0,330,144,0,172,26,0,0,63,168,0,35,67,0,30,0,0,50,33,65,48,0,133,0
OTU1052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,43,0,0,15,0,272,102,0,115,20,0,0,53,100,0,21,47,0,31,0,0,27,33,42,28,0,109,0
OTU1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,5,0,0,3,0,41,14,0,19,3,0,0,6,22,0,6,5,0,4,0,0,6,4,7,7,0,21,0
OTU1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,112,0,0,47,0,596,237,0,262,55,0,0,114,232,0,35,118,0,62,0,0,79,61,109,67,0,242,0
OTU1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,19,0,0,8,0,80,40,0,59,8,0,0,22,55,0,12,17,0,8,0,0,10,11,16,6,0,28,0
OTU1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
OTU1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,9,4,0,1,1,0,0,2,5,0,0,1,0,0,0,0,3,1,0,0,0,2,0
OTU1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,14,0,0,6,0,84,36,0,27,9,0,0,22,46,0,5,20,0,12,0,0,10,12,12,11,0,36,0
OTU1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,48,0,0,45,0,389,144,0,188,33,0,0,75,203,1,34,68,0,28,0,0,53,41,59,49,0,137,0
OTU1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,18,0,0,9,0,116,33,0,35,4,0,0,13,28,0,3,19,0,11,0,0,11,12,13,7,0,49,0
OTU1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,29,0,0,19,0,197,65,0,77,13,0,0,32,82,0,11,35,0,29,0,0,28,24,38,31,0,96,0
OTU1063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,71,0,0,47,0,466,179,0,244,49,0,0,102,283,0,60,88,0,42,0,0,74,39,98,71,0,146,0
OTU1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
OTU1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,141,0,0,81,0,761,362,0,316,84,0,0,218,549,0,79,150,0,92,0,0,136,58,123,118,0,271,0
OTU1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
OTU1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU1070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
OTU1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
OTU1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,16,3,0,4,0,0,0,0,3,0,1,1,0,1,0,0,0,3,4,2,0,2,0
OTU1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,0,0,0,0,0
OTU1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,8,2,0,4,0,0,0,1,1,0,0,5,0,1,0,0,2,0,0,1,0,4,0
OTU1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,1,0,0,0
OTU1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
OTU1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,6,3,0,0,1,0,1,1,3,0,2,2,0,3,0,0,0,0,0,0,1,2,0
OTU1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
OTU1086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU1087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,6,0,0,4,0,0,0,0,5,0,0,1,0,0,0,0,1,0,2,0,0,2,0
OTU1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,1,0,21,10,0,7,1,0,0,2,11,0,1,1,0,4,0,0,2,0,6,5,0,12,0
OTU1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,1,8,37,1,2,20,6,0,3,4,0,1,3,7,1,3,3,2,1,4,7,2,4,2,2,5,4,1
OTU1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,34,0,0,37,0,321,107,1,156,24,0,0,57,170,0,24,56,0,24,1,1,54,29,54,54,0,117,0
OTU1097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,1,1,0,2,0
OTU1099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,2,0,35,11,0,19,2,0,0,1,6,0,3,9,0,1,0,0,2,2,8,2,0,13,0
OTU1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,0,0,1,0,39,11,0,14,2,0,0,8,10,0,4,17,0,6,0,0,6,2,8,9,0,15,0
OTU1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
OTU1105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,12,0,0,4,0,65,39,0,24,5,0,0,17,54,0,7,10,0,9,0,0,10,6,5,11,0,21,0
OTU1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
OTU1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,2,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,4,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0
OTU1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,1,0,0
OTU1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,1,0,1,3,0,0,0,5,0,0,3,0,0,0,0,1,0,0,4,0,1,0
OTU1119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,60,3,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
OTU1122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
