kingdom,phylum,ERZ724020
Archaea,Euryarchaeota,10
Bacteria,Acidobacteria,3
Bacteria,Actinobacteria,12
Bacteria,Bacteroidetes,23
Bacteria,Caldiserica,6
Bacteria,Chlamydiae,2
Bacteria,Chloroflexi,12
Bacteria,Cyanobacteria,1
Bacteria,Firmicutes,37
Bacteria,Fusobacteria,1
Bacteria,Ignavibacteriae,3
Bacteria,Planctomycetes,6
Bacteria,Proteobacteria,33
Bacteria,Spirochaetes,11
Bacteria,Synergistetes,6
Bacteria,Thermotogae,2
Bacteria,Verrucomicrobia,2
Eukaryota,Cryptomycota,3
Eukaryota,Nematoda,2
