sample_id,dropped_analysis_id
ERS918710,ERR1076077
ERS918710,ERR1076081
ERS918710,ERR1076073
ERS918710,ERR1076079
ERS918710,ERR1076075
ERS918710,ERR1076080
ERS918710,ERR1076076
ERS918710,ERR1076082
ERS918710,ERR1076074
