kingdom,phylum,ERZ795076
Archaea,Euryarchaeota,2
Bacteria,Acidobacteria,5
Bacteria,Actinobacteria,19
Bacteria,Bacteroidetes,10
Bacteria,Chloroflexi,19
Bacteria,Cyanobacteria,1
Bacteria,Firmicutes,11
Bacteria,Fusobacteria,1
Bacteria,Ignavibacteriae,3
Bacteria,Nitrospirae,1
Bacteria,Planctomycetes,8
Bacteria,Proteobacteria,41
Bacteria,Spirochaetes,2
Bacteria,Synergistetes,1
Bacteria,Verrucomicrobia,4
Eukaryota,Euglenida,2
