Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Family_Genus,ERZ1764620,ERZ1764613,ERZ1764614,ERZ1764618,ERZ1764622,ERZ1764624
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Kofleriaceae,Haliangium,Haliangium_Kofleriaceae,0,0,1,0,3,2
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Phaselicystidaceae,Phaselicystis,Phaselicystis_Phaselicystidaceae,1,0,0,0,1,1
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter,Pajaroellobacter_Polyangiaceae,0,0,0,2,0,0
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,Sandaracinus,Sandaracinus_Sandaracinaceae,0,0,0,0,1,0
Bacteria,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,Arcobacter_Campylobacteraceae,1,0,0,0,0,0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,,,Acidibacter,Acidibacter,1,0,0,0,2,0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus,Halioglobus_Halieaceae,0,0,0,0,1,0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Plesiomonas,Plesiomonas,0,0,1,1,0,0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella,Coxiella_Coxiellaceae,0,0,0,0,1,0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_Pseudomonadaceae,1,0,4,1,12,4
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,Dokdonella_Rhodanobacteraceae,0,0,0,0,1,0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter_Xanthomonadaceae,0,0,0,0,1,0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Pseudoxanthomonas_Xanthomonadaceae,0,0,0,0,1,0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas,Thermomonas_Xanthomonadaceae,1,1,0,0,1,1
Bacteria,Bacteria,Proteobacteria,Oligoflexia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Bdellovibrio_Bdellovibrionaceae,1,0,0,0,0,0
Bacteria,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sphaerochaeta,Sphaerochaeta_Spirochaetaceae,0,0,0,0,0,1
Bacteria,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Anaeroplasma,Anaeroplasma_Anaeroplasmataceae,0,0,1,0,0,0
Bacteria,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Lacunisphaera,Lacunisphaera_Opitutaceae,1,0,0,0,0,1
Bacteria,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Luteolibacter,Luteolibacter_Verrucomicrobiaceae,0,0,0,0,1,0
Bacteria,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,Prosthecobacter_Verrucomicrobiaceae,0,0,0,0,1,0
Eukaryota,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Rhogostomidae,Rhogostoma,Rhogostoma_Rhogostomidae,1,0,1,0,0,0
Eukaryota,Eukaryota,Ciliophora,Oligohymenophorea,Sessilida,Opisthonectidae,Telotrochidium,Telotrochidium_Opisthonectidae,0,0,1,0,0,0
Eukaryota,Eukaryota,Ciliophora,Prostomatea,Prorodontida,Prorodontidae,Prorodon,Prorodon_Prorodontidae,0,1,1,2,0,0
Eukaryota,Eukaryota,Ciliophora,Spirotrichea,Euplotida,Euplotidae,Euplotes,Euplotes_Euplotidae,0,0,0,3,0,0
Eukaryota,Eukaryota,Euglenozoa,,Petalomonadida,Scytomonadidae,Petalomonas,Petalomonas_Scytomonadidae,0,0,1,0,0,0
Eukaryota,Eukaryota,Tubulinea,Elardia,Arcellinida,Arcellidae,Arcella,Arcella_Arcellidae,0,0,0,0,1,0
