sample_id,sample_name,biosample,sample_description,latitude,longitude,geolocation,biome,biome_feature,biome_material,assembly_run_ids,study_id
ERS2597383,DTU2017_MG_15_VN_HO,SAMEA4777435,DTU2017_MG_15_VN_HO,20.9756,105.8658,Viet Nam,,,,ERR2683178,MGYS00003139
ERS2597385,DTU2017_MG_161_IR_TH,SAMEA4777437,DTU2017_MG_161_IR_TH,35.5686,51.439,Iran,,,,ERR2683180,MGYS00003139
ERS2597386,DTU2017_MG_162_MA_CA,SAMEA4777438,DTU2017_MG_162_MA_CA,33.6343,-7.5088,Morocco,,,,ERR2683181,MGYS00003139
ERS2597387,DTU2017_MG_163_LK_RA,SAMEA4777439,DTU2017_MG_163_LK_RA,7.1421,79.8971,Sri Lanka,,,,ERR2683182,MGYS00003139
ERS2597388,DTU2017_MG_164_LK_MO,SAMEA4777440,DTU2017_MG_164_LK_MO,6.8059,79.8852,Sri Lanka,,,,ERR2683183,MGYS00003139
ERS2597389,DTU2017_MG_165_LK_BO,SAMEA4777441,DTU2017_MG_165_LK_BO,6.9116,79.8799,Sri Lanka,,,,ERR2683184,MGYS00003139
ERS2597390,DTU2017_MG_166_LK_CO,SAMEA4777442,DTU2017_MG_166_LK_CO,6.9132,79.8513,Sri Lanka,,,,ERR2683185,MGYS00003139
ERS2597392,DTU2017_MG_168_IR_SH,SAMEA4777444,DTU2017_MG_168_IR_SH,29.5453,52.6354,Iran,,,,ERR2683187,MGYS00003139
ERS2597395,DTU2017_MG_18_GL_SI,SAMEA4777447,DTU2017_MG_18_GL_SI,66.9425,-53.6531,Denmark,,,,ERR2683190,MGYS00003139
ERS2597402,DTU2017_MG_24_DK_AV,SAMEA4777454,DTU2017_MG_24_DK_AV,55.6405,12.5058,Denmark,,,,ERR2683197,MGYS00003139
ERS2597403,DTU2017_MG_25_NL_AM,SAMEA4777455,DTU2017_MG_25_NL_AM,52.3985,4.7942,Netherlands,,,,ERR2683198,MGYS00003139
ERS2597406,DTU2017_MG_28_LB_TR,SAMEA4777458,DTU2017_MG_28_LB_TR,34.4443,35.8144,Lebanon,,,,ERR2683201,MGYS00003139
ERS2597407,DTU2017_MG_29_LB_JZ,SAMEA4777459,DTU2017_MG_29_LB_JZ,33.5422,35.5831,Lebanon,,,,ERR2683202,MGYS00003139
ERS2597411,DTU2017_MG_32_LB_KO,SAMEA4777463,DTU2017_MG_32_LB_KO,34.3646,35.7837,Lebanon,,,,ERR2683206,MGYS00003139
ERS2597412,DTU2017_MG_33_LB_SA,SAMEA4777464,DTU2017_MG_33_LB_SA,33.5641,35.37,Lebanon,,,,ERR2683207,MGYS00003139
ERS2597414,DTU2017_MG_35_DE_DR,SAMEA4777466,DTU2017_MG_35_DE_DR,51.071,13.6809,Germany,,,,ERR2683209,MGYS00003139
ERS2597415,DTU2017_MG_36_AL_TI,SAMEA4777467,DTU2017_MG_36_AL_TI,41.3571,19.7709,Albania,,,,ERR2683210,MGYS00003139
ERS2597417,DTU2017_MG_38_GH_KU,SAMEA4777469,DTU2017_MG_38_GH_KU,6.6653,-1.5761,Ghana,,,,ERR2683212,MGYS00003139
ERS2597421,DTU2017_MG_41_FR_NA,SAMEA4777473,DTU2017_MG_41_FR_NA,47.1919,-1.5826,France,,,,ERR2683216,MGYS00003139
ERS2597422,DTU2017_MG_42_FR_AU,SAMEA4777474,DTU2017_MG_42_FR_AU,47.5991,-2.9808,France,,,,ERR2683217,MGYS00003139
ERS2597429,DTU2017_MG_49_IE_GA,SAMEA4777481,DTU2017_MG_49_IE_GA,53.2536,-9.0547,Ireland,,,,ERR2683224,MGYS00003139
ERS2597431,DTU2017_MG_50_AT_VI,SAMEA4777483,DTU2017_MG_50_AT_VI,48.174,16.4632,Austria,,,,ERR2683226,MGYS00003139
ERS2597434,DTU2017_MG_53_ET_AD,SAMEA4777486,DTU2017_MG_53_ET_AD,8.9191,38.7574,Ethiopia,,,,ERR2683229,MGYS00003139
ERS2597435,DTU2017_MG_54_RS_BE,SAMEA4777487,DTU2017_MG_54_RS_BE,44.8302,20.4634,Serbia,,,,ERR2683230,MGYS00003139
ERS2597439,DTU2017_MG_58_CZ_PR,SAMEA4777491,DTU2017_MG_58_CZ_PR,50.1128,14.3985,Czech Republic,,,,ERR2683234,MGYS00003139
ERS2597440,DTU2017_MG_59_CZ_BR,SAMEA4777492,DTU2017_MG_59_CZ_BR,49.1313,16.6295,Czech Republic,,,,ERR2683235,MGYS00003139
ERS2597441,DTU2017_MG_5_GB_FA,SAMEA4777493,DTU2017_MG_5_GB_FA,50.1505,-5.0479,United Kingdom,,,,ERR2683236,MGYS00003139
ERS2597442,DTU2017_MG_60_TZ_MW,SAMEA4777494,DTU2017_MG_60_TZ_MW,-2.4711,32.911,Tanzania,,,,ERR2683237,MGYS00003139
ERS2597444,DTU2017_MG_62_PY_SL,SAMEA4777496,DTU2017_MG_62_PY_SL,-25.3288,-57.4893,Paraguay,,,,ERR2683239,MGYS00003139
ERS2597445,DTU2017_MG_63_PY_AS,SAMEA4777497,DTU2017_MG_63_PY_AS,-25.2623,-57.5924,Paraguay,,,,ERR2683240,MGYS00003139
ERS2597447,DTU2017_MG_65_BB_WO,SAMEA4777499,DTU2017_MG_65_BB_WO,13.1489,-59.6247,Barbados,,,,ERR2683242,MGYS00003139
ERS2597448,DTU2017_MG_66_US_WA,SAMEA4777500,DTU2017_MG_66_US_WA,31.5171,-97.0659,USA,,,,ERR2683243,MGYS00003139
ERS2597452,DTU2017_MG_6_GB_CA,SAMEA4777504,DTU2017_MG_6_GB_CA,50.2299,-5.3221,United Kingdom,,,,ERR2683247,MGYS00003139
ERS2597453,DTU2017_MG_70_US_HO_b,SAMEA4777505,DTU2017_MG_70_US_HO_b,29.7003,-95.2665,USA,,,,ERR2683248,MGYS00003139
ERS2597455,DTU2017_MG_72_SE_GO,SAMEA4777507,DTU2017_MG_72_SE_GO,57.6975,11.891,Sweden,,,,ERR2683250,MGYS00003139
ERS2597458,DTU2017_MG_75_DE_BE,SAMEA4777510,DTU2017_MG_75_DE_BE,52.5313,13.223,Germany,,,,ERR2683253,MGYS00003139
ERS2597461,DTU2017_MG_78_BA_BL,SAMEA4777513,DTU2017_MG_78_BA_BL,44.7703,17.2083,Bosnia and Herzegovina,,,,ERR2683256,MGYS00003139
ERS2597463,DTU2017_MG_7_TD_ND,SAMEA4777515,DTU2017_MG_7_TD_ND,12.1348,15.0557,Chad,,,,ERR2683258,MGYS00003139
ERS2597465,DTU2017_MG_81_MT_MS,SAMEA4777517,DTU2017_MG_81_MT_MS,35.8806,14.5544,Malta,,,,ERR2683260,MGYS00003139
ERS2597467,DTU2017_MG_83_MT_GO,SAMEA4777519,DTU2017_MG_83_MT_GO,36.0197,14.2775,Malta,,,,ERR2683262,MGYS00003139
ERS2597468,DTU2017_MG_84_HU_BU,SAMEA4777520,DTU2017_MG_84_HU_BU,47.5692,19.0746,Hungary,,,,ERR2683263,MGYS00003139
ERS2597471,DTU2017_MG_87_LC_GR,SAMEA4777523,DTU2017_MG_87_LC_GR,14.0761,,Saint Lucia,,,,ERR2683266,MGYS00003139
ERS2597472,DTU2017_MG_88_IN_CO,SAMEA4777524,DTU2017_MG_88_IN_CO,9.7914,76.3051,India,,,,ERR2683267,MGYS00003139
ERS2597474,DTU2017_MG_8_CI_AB,SAMEA4777526,DTU2017_MG_8_CI_AB,5.3414,-4.0164,Cote d&apos;Ivoire,,,,ERR2683269,MGYS00003139
ERS2597475,DTU2017_MG_90_NG_LA,SAMEA4777527,DTU2017_MG_90_NG_LA,6.6156,3.2628,Nigeria,,,,ERR2683270,MGYS00003139
ERS2597476,DTU2017_MG_91_CI_BO_b,SAMEA4777528,DTU2017_MG_91_CI_BO_b,7.7202,-5.0499,Cote d&apos;Ivoire,,,,ERR2683271,MGYS00003139
ERS2597477,DTU2017_MG_92_BW_GA,SAMEA4777529,DTU2017_MG_92_BW_GA,-24.6074,25.9635,Botswana,,,,ERR2683272,MGYS00003139
ERS2597479,DTU2017_MG_94_US_SE,SAMEA4777531,DTU2017_MG_94_US_SE,47.6619,-122.4313,USA,,,,ERR2683274,MGYS00003139
ERS2597480,DTU2017_MG_95_US_WO,SAMEA4777532,DTU2017_MG_95_US_WO,47.7897,-122.1405,USA,,,,ERR2683275,MGYS00003139
ERS2597483,DTU2017_MG_98_EC_GY,SAMEA4777535,DTU2017_MG_98_EC_GY,-2.1739,-79.9106,Ecuador,,,,ERR2683278,MGYS00003139
ERS2597484,DTU2017_MG_99_EC_CU,SAMEA4777536,DTU2017_MG_99_EC_CU,-2.8775,-78.9439,Ecuador,,,,ERR2683279,MGYS00003139
ERS2597485,DTU2017_MG_9_CI_BO_a,SAMEA4777537,DTU2017_MG_9_CI_BO_a,7.6959,-5.0326,Cote d&apos;Ivoire,,,,ERR2683280,MGYS00003139
ERS2597489,DTU2017_MG_170_NC_B,SAMEA4777541,extraction_control,66.9425,-53.6531,Denmark,,,,ERR2683526,MGYS00003139
ERS2597493,DTU2017_MG_174_NC_F,SAMEA4777545,extraction_control,66.9425,-53.6531,Denmark,,,,ERR2683530,MGYS00003139
ERS2597494,DTU2017_MG_175_NC_G,SAMEA4777546,extraction_control,66.9425,-53.6531,Denmark,,,,ERR2683531,MGYS00003139
ERS2597495,DTU2017_MG_176_NC_H,SAMEA4777547,extraction_control,66.9425,-53.6531,Denmark,,,,ERR2683532,MGYS00003139
ERS2597496,DTU2017_MG_177_NC_I,SAMEA4777548,extraction_control,66.9425,-53.6531,Denmark,,,,ERR2683533,MGYS00003139
ERS2597499,DTU2017_MG_180_NC_L,SAMEA4777551,extraction_control,66.9425,-53.6531,Denmark,,,,ERR2683536,MGYS00003139
ERS2597500,DTU2017_MG_181_NC_M,SAMEA4777552,extraction_control,66.9425,-53.6531,Denmark,,,,ERR2683537,MGYS00003139
ERS2597501,DTU2017_MG_182_NC_N,SAMEA4777553,extraction_control,66.9425,-53.6531,Denmark,,,,ERR2683538,MGYS00003139
,,,,,,,,,,,MGYS00003139
ERS223627,palm oil mill effluent (POME) metagenome,SAMEA2163750,palm oil mill effluent (POME) metagenome,2.0,101.0,Malaysia,palm oil mill effluent,closed biodigester,sludge,ERR276848,MGYS00001389
ERS1572689,Black Water Project,SAMEA100930918,Black Water,,,Netherlands,,,,ERR1857181,MGYS00001566
ERS1572690,Black Water Project,SAMEA100931668,Black Water,,,Netherlands,,,,ERR1857182,MGYS00001566
ERS1572691,Black Water Project,SAMEA100932418,Black Water,,,Netherlands,,,,ERR1857183,MGYS00001566
ERS1572692,Black Water Project,SAMEA100933168,Black Water,,,Netherlands,,,,ERR1857184,MGYS00001566
ERS1572693,Black Water Project,SAMEA100933918,Black Water,,,Netherlands,,,,ERR1857185,MGYS00001566
ERS1572694,Black Water Project,SAMEA100934668,Black Water,,,Netherlands,,,,ERR1857186,MGYS00001566
ERS1572695,Black Water Project,SAMEA100935418,Black Water,,,Netherlands,,,,ERR1857187,MGYS00001566
ERS1572696,Black Water Project,SAMEA100936168,Black Water,,,Netherlands,,,,ERR1857188,MGYS00001566
ERS1572697,Black Water Project,SAMEA100936918,Black Water,,,Netherlands,,,,ERR1857189,MGYS00001566
ERS1572698,Black Water Project,SAMEA100937668,Sludge UASB,,,Netherlands,,,,ERR1857190,MGYS00001566
ERS1572699,Black Water Project,SAMEA100938418,Sludge UASB,,,Netherlands,,,,ERR1857191,MGYS00001566
ERS1572700,Black Water Project,SAMEA100939168,Sludge UASB,,,Netherlands,,,,ERR1857192,MGYS00001566
ERS1572701,Black Water Project,SAMEA100939918,Sludge UASB,,,Netherlands,,,,ERR1857193,MGYS00001566
ERS1572702,Black Water Project,SAMEA100940668,Sludge UASB,,,Netherlands,,,,ERR1857194,MGYS00001566
ERS1572703,Black Water Project,SAMEA100941418,Sludge UASB,,,Netherlands,,,,ERR1857195,MGYS00001566
ERS1572704,Black Water Project,SAMEA100942168,Sludge UASB,,,Netherlands,,,,ERR1857196,MGYS00001566
ERS1572705,Black Water Project,SAMEA100942918,Sludge UASB,,,Netherlands,,,,ERR1857197,MGYS00001566
ERS1572706,Black Water Project,SAMEA100943668,Sludge UASB,,,Netherlands,,,,ERR1857198,MGYS00001566
ERS1572707,Black Water Project,SAMEA100944418,Effluent UASB,,,Netherlands,,,,ERR1857199,MGYS00001566
ERS1572708,Black Water Project,SAMEA100945168,Effluent UASB,,,Netherlands,,,,ERR1857200,MGYS00001566
ERS1572709,Black Water Project,SAMEA100945918,Effluent UASB,,,Netherlands,,,,ERR1857201,MGYS00001566
ERS1572710,Black Water Project,SAMEA100946668,Effluent UASB,,,Netherlands,,,,ERR1857202,MGYS00001566
ERS1572711,Black Water Project,SAMEA100947418,Effluent UASB,,,Netherlands,,,,ERR1857203,MGYS00001566
ERS1572712,Black Water Project,SAMEA100948168,Effluent UASB,,,Netherlands,,,,ERR1857204,MGYS00001566
ERS1572713,Black Water Project,SAMEA100948918,Effluent UASB,,,Netherlands,,,,ERR1857205,MGYS00001566
ERS1572714,Black Water Project,SAMEA100949668,Effluent UASB,,,Netherlands,,,,ERR1857206,MGYS00001566
ERS1572715,Black Water Project,SAMEA100950418,Effluent UASB,,,Netherlands,,,,ERR1857207,MGYS00001566
ERS1572716,Black Water Project,SAMEA100951168,Effluent PBR,,,Netherlands,,,,ERR1857208,MGYS00001566
ERS1572717,Black Water Project,SAMEA100951918,Effluent PBR,,,Netherlands,,,,ERR1857209,MGYS00001566
ERS1572718,Black Water Project,SAMEA100952668,Effluent PBR,,,Netherlands,,,,ERR1857210,MGYS00001566
ERS1572719,Black Water Project,SAMEA100953418,Effluent PBR,,,Netherlands,,,,ERR1857211,MGYS00001566
ERS1572720,Black Water Project,SAMEA100954168,Effluent PBR,,,Netherlands,,,,ERR1857212,MGYS00001566
ERS1572721,Black Water Project,SAMEA100954918,Effluent PBR,,,Netherlands,,,,ERR1857213,MGYS00001566
ERS1572722,Black Water Project,SAMEA100955668,Effluent PBR,,,Netherlands,,,,ERR1857214,MGYS00001566
ERS1572723,Black Water Project,SAMEA100956418,Effluent PBR,,,Netherlands,,,,ERR1857215,MGYS00001566
ERS1572724,Black Water Project,SAMEA100957168,Effluent PBR,,,Netherlands,,,,ERR1857216,MGYS00001566
ERS2758580,TG.INF_W56.READ1 Taxonomy ID:256318,SAMEA4939797,TG.INF_W56.READ1 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2814645,MGYS00005056
ERS2758581,FD.INF_W64.READ2 Taxonomy ID:256318,SAMEA4939798,FD.INF_W64.READ2 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2814646,MGYS00005056
ERS2758582,MN.INF_W54.READ1 Taxonomy ID:256318,SAMEA4939799,MN.INF_W54.READ1 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2814647,MGYS00005056
ERS2758583,WT.INF_W60.READ2 Taxonomy ID:256318,SAMEA4939800,WT.INF_W60.READ2 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2814648,MGYS00005056
ERS2758584,ZR.INF_W62.READ2 Taxonomy ID:256318,SAMEA4939801,ZR.INF_W62.READ2 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2814649,MGYS00005056
ERS2758585,ZR.INF_W62.READ1 Taxonomy ID:256318,SAMEA4939802,ZR.INF_W62.READ1 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2814650,MGYS00005056
ERS2758586,AH.INF_W74.READ1 Taxonomy ID:256318,SAMEA4939803,AH.INF_W74.READ1 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2814651,MGYS00005056
ERS2758587,AD.INF_W66.READ1 Taxonomy ID:256318,SAMEA4939804,AD.INF_W66.READ1 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2814652,MGYS00005056
ERS2758588,FR.INF_W72.READ2 Taxonomy ID:256318,SAMEA4939805,FR.INF_W72.READ2 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2814653,MGYS00005056
ERS2758589,FR.INF_W72.READ1 Taxonomy ID:256318,SAMEA4939806,FR.INF_W72.READ1 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2814654,MGYS00005056
ERS2758590,EM.INF_W52.READ2 Taxonomy ID:256318,SAMEA4939807,EM.INF_W52.READ2 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2814655,MGYS00005056
ERS2758591,TU.INF_W68.READ2 Taxonomy ID:256318,SAMEA4939808,TU.INF_W68.READ2 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2814656,MGYS00005056
ERS2758592,TE.INF_W58.READ2 Taxonomy ID:256318,SAMEA4939809,TE.INF_W58.READ2 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2814657,MGYS00005056
ERS2758593,AD.INF_W66.READ2 Taxonomy ID:256318,SAMEA4939810,AD.INF_W66.READ2 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2814658,MGYS00005056
ERS2758594,AH.INF_W74.READ2 Taxonomy ID:256318,SAMEA4939811,AH.INF_W74.READ2 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2814659,MGYS00005056
ERS2758595,FD.INF_W64.READ1 Taxonomy ID:256318,SAMEA4939812,FD.INF_W64.READ1 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2814660,MGYS00005056
ERS2758596,TU.INF_W68.READ1 Taxonomy ID:256318,SAMEA4939813,TU.INF_W68.READ1 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2814661,MGYS00005056
ERS2758597,WT.INF_W60.READ1 Taxonomy ID:256318,SAMEA4939814,WT.INF_W60.READ1 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2814662,MGYS00005056
ERS2758598,TG.INF_W56.READ2 Taxonomy ID:256318,SAMEA4939815,TG.INF_W56.READ2 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2814663,MGYS00005056
ERS2758599,MN.INF_W54.READ2 Taxonomy ID:256318,SAMEA4939816,MN.INF_W54.READ2 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2814664,MGYS00005056
ERS2758600,BE.INF_W70.READ2 Taxonomy ID:256318,SAMEA4939817,BE.INF_W70.READ2 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2814665,MGYS00005056
ERS2758601,BE.INF_W70.READ1 Taxonomy ID:256318,SAMEA4939818,BE.INF_W70.READ1 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2814666,MGYS00005056
