OTU,ERZ1764620,ERZ1764613,ERZ1764614,ERZ1764618,ERZ1764622,ERZ1764624,ERR2586215,ERR2586216,ERR2586217,ERR2586218,ERR2586219,ERR2586220,ERR2729815,ERR2729816,ERR2729817,ERR2729818,ERR2729819,ERR2729820,ERR2729821,ERR2729822,ERR2729823,ERR2729824,ERR2729825,ERR2729826,ERR2729827,ERR2729828,ERR2729829,ERR2729830,ERR2729831,ERR2729832,ERR2729833,ERR2729834,ERR2729835,ERR2729836,ERR2729837,ERR2729838,ERR2729839,ERR2729840,ERR2729841,ERR2729842,ERR2729843,ERR2729844,ERR2729845,ERR2729846,ERR2729847,ERR2729848,ERR2729849,ERR2729850,ERR2729851,ERR2729852,ERR2729853,ERR2729854,ERR2729855,ERR2729856,ERR2729857,ERR2729858,ERR2729859,ERR2729860,ERR2729861,ERR2729862,ERR2729863,ERR2729864,ERR2729865,ERR2729866,ERR2729867,ERR2729868,ERR2729869,ERR2729870,ERR2729871,ERR2729872,ERR2729873,ERR2729874,ERR2729875,ERR2729876,ERR2729877,ERR2729878,ERR2729879,ERR2729880,ERR2729881,ERR2729882,ERR2729883,ERR2729884,ERR2729885,ERR2729886,ERR2729887,ERR2729888,ERR2729889,ERR2729890,ERR2729891,ERR2729892,ERR2729893,ERR2729894,ERR2729895,ERR2729896,ERR2729897,ERR2729898,ERR2729899,ERR2729900,ERR2729901,ERR2729902,ERR2729903,ERR2729904,ERR2729905,ERR2729906,ERR2729907,ERR2729908,ERR2729909,ERR2729910,ERR2729911,ERR2729912,ERR2729913,ERR2729914,ERR2729915,ERR2729916,ERR2729917,ERR2729918,ERR2729919,ERR2729920,ERR2729921,ERR2729922,ERR2729923,ERR2729924,ERR2729925,ERR2729926,ERR2729927,ERR2729928,ERR2729929,ERR2729930,ERR2729931,ERR2729932,ERR2729933,ERR2729934,ERR2729935,ERR2729936,ERR2729937,ERR2729938,ERR2729939,ERR2729940,ERR2729941,ERR2729942,ERR2729943,ERR2729944,ERR2729945,ERR2729946,ERR2729947,ERR2729948,ERR2729949,ERR2729950,ERR2729951,ERR2729952,ERR2729953,ERR2729954,ERR2729955,ERR2729956,ERR2729957,ERR2729958,ERR2729959,ERR2729960,ERR2729961,ERR2729962,ERR2729963,ERR2729964,ERR2729965,ERR2729966,ERR2729967,ERR2729968,ERR2729969,ERR2729970,ERR2729971,ERR2729972,ERR2088984,ERR2088985,ERR2088986,ERR2088987,ERR2088988,ERR2088989,ERR2088990,ERR2088991,ERR2088992,ERR2088993,ERR2088994,ERR2088995,ERZ764804,ERZ778036,ERZ778037,ERZ778038,ERZ795029,ERZ795030,ERZ795049,ERZ795053,ERZ795056,ERZ795058,ERZ795059,ERZ795060,ERZ795066,ERZ795067,ERZ795076,ERZ795381,ERZ795009,ERZ795010,ERZ781404,ERZ781406,ERZ781405,ERZ782916,ERZ782915,ERZ782927,ERZ782929,ERZ782928,ERZ782923,ERZ782930,ERZ782925,ERZ782926,ERZ782924,ERZ794912,ERZ794919,ERZ794932,ERZ794914,ERZ794915,ERZ794916,ERZ794917,ERZ794918,ERZ794920,ERZ794921,ERZ794930,ERZ794931,ERR770579,ERR770580,ERR770581,ERR770582,ERR770583,ERR770584,ERR1076078,ERR1356697,ERR1356701,ERR1356704,ERR1356734,ERR1356738,ERR1356743,ERR1356695,ERR1356699,ERR1356736,ERR1356745,ERR1356748,ERR1356751,ERR1356693,ERR1356710,ERR1356712,ERR1356717,ERR1356753,ERR1356714,ERR1356719,ERR1356720,ERR1356723,ERR1356725,ERR1356728,ERR1356727,ERR1356731,ERR1356733,ERR1356761,ERR1356762,ERR1356703,ERR1356707,ERR1356740,ERR1356754,ERR1356756,ERR1356759,ERR1356708,ERR1356746,ERR1414267,ERR1414271,ERR1414265,ERR1414209,ERR1414210,ERR1414211,ERR1414212,ERR1414213,ERR1414214,ERR1414215,ERR1414216,ERR1414217,ERR1414218,ERR1414219,ERR1414220,ERR1414221,ERR1414222,ERR1414223,ERR1414224,ERR1414225,ERR1414226,ERR1414227,ERR1414228,ERR1414229,ERR1414230,ERR1414231,ERR1414232,ERR1414233,ERR1414234,ERR1414235,ERR1414236,ERR1414237,ERR1414238,ERR1414239,ERR1414240,ERR1414241,ERR1414242,ERR1414243,ERR1414244,ERR1414245,ERR1414246,ERR1414247,ERR1414248,ERR1414249,ERR1414250,ERR1414251,ERR1414252,ERR1414253,ERR1414254,ERR1414255,ERR1414256,ERR1414257,ERR1414258,ERR1414259,ERR1414260,ERR1414261,ERR1414262,ERR1414263,ERR1414264,ERR1414266,ERR1414268,ERR1414269,ERR1414270,ERR1414272,ERR1414273,ERR1414274,ERR1414275,ERR1414276,ERR1414277,ERR1414278
OTU11,1,0,0,0,6,4,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,3,0,0,0,0,0,3,0,0,0,1,0,0,0,5,0,5,0,9,0,44,0,22,0,22,0,30,0,18,0,25,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,502,457,465,5,8,0,1,7,2,4,6,9,1,4,2,0,16,0,0,3,0,0,1,3,3,2,1,5,8,3,1,2,4,2,5,3,7,0,2,4,15,14,5,16,4,8,6,6,6,10,8,6,8,5,15,13,15,3,2,6,14,11,22,12,8,15,9,4,6,9,7,12,12,5,10,12,23,14,7,11,3,13,22,19,7,23,12,24,23,4,14,0,0,12,9,1,1,9,15,9,13,7,8,8,9,13,16,13,13,19
OTU12,0,0,0,1,0,0,0,0,0,3,1,5,5,0,8,0,0,3,7,1,2,4,0,1,0,4,5,2,0,1,15,1,5,4,7,5,4,5,9,6,4,9,9,12,12,8,10,6,228,7,267,5,250,6,71,1,51,4,49,2,32,1,55,4,32,2,61,2,39,1,36,4,19,10,16,6,32,5,31,3,14,1,28,7,0,0,0,0,0,1,1,2,5,1,0,2,6,2,2,2,2,8,2,5,5,10,9,7,14,4,8,6,4,14,6,9,7,8,6,7,14,14,8,7,211,4,164,7,201,9,63,3,61,3,74,3,43,3,42,6,36,4,34,4,32,14,32,7,25,13,22,8,18,13,18,5,25,10,17,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,201,193,148,1,61,17,1,8,9,12,31,57,4,7,8,9,97,0,0,8,7,0,3,2,0,9,12,5,11,14,3,9,5,10,11,7,4,25,3,13,18,32,14,37,4,22,9,6,9,10,3,1,3,3,4,1,5,0,0,4,30,22,26,11,18,22,18,0,1,3,1,124,144,63,65,79,117,56,84,89,55,95,173,111,85,159,63,102,73,104,41,0,60,4,24,0,1,5,9,27,0,0,19,21,16,19,21,24,33,27
OTU13,1,0,0,0,0,0,3,0,2,49,39,41,18,36,19,25,18,17,65,6,58,19,55,17,102,28,114,23,85,19,108,62,85,66,69,34,35,117,87,123,74,108,42,36,66,36,34,37,16,16,9,22,26,20,205,21,207,28,197,34,371,17,434,16,414,22,968,64,674,20,816,66,764,252,1013,189,1294,219,1518,131,1275,93,1063,111,0,0,0,0,7,6,2,11,4,3,11,10,20,7,19,6,26,5,42,4,34,13,21,36,25,32,18,17,21,35,31,28,14,29,20,10,21,19,18,24,9,5,8,3,7,4,97,9,94,7,85,6,230,8,206,3,221,3,265,48,196,42,183,50,406,87,311,75,302,87,359,30,262,46,274,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU14,1,0,1,0,0,0,1,0,1,48,62,62,27,5,17,4,9,3,85,31,97,31,109,37,127,148,191,210,175,167,123,241,92,204,113,125,44,410,77,445,61,362,39,27,55,20,60,41,5,2,7,1,9,5,65,27,49,17,60,29,205,88,278,124,227,136,741,204,571,62,573,120,821,454,753,367,1001,438,1275,36,989,23,818,25,0,0,0,0,15,36,17,33,8,29,59,20,91,22,51,14,92,195,139,196,106,167,30,177,50,156,41,137,41,281,31,268,34,270,31,15,35,35,29,18,18,43,11,34,9,30,54,33,50,20,38,23,228,134,210,117,197,143,344,173,256,217,303,188,483,408,417,334,421,318,500,20,394,19,409,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU15,0,0,0,0,2,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,1,4,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0
OTU16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU17,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU18,1,0,0,1,0,5,0,0,0,0,0,0,6,5,12,2,6,2,4,3,6,1,9,2,9,4,8,3,5,3,10,5,7,4,4,10,4,5,5,8,5,3,3,2,1,3,4,3,701,15,565,14,816,23,186,9,190,4,171,12,149,2,109,3,87,3,132,9,111,9,104,8,335,7,160,10,188,17,160,15,99,14,130,15,0,17,6,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,293,2813,0,0,3030,2179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,91,73,77,4,45955,2049,3,3,0,67143,8473,149107,0,28767,3,10573,228328,0,0,1068,891,3,314,1,5402,62424,4,33286,5075,35873,30367,18,884,723,6,4,1,92652,4,13,61,92,4,58,42,67,2,7,5,3,4,6,6,0,4,2,1,0,2,27,15,9,20,15,5,10,20,2,1,3,3,110,153,64,77,132,179,100,133,63,79,176,165,131,99,199,166,176,167,110,89,0,0,5,12,4,0,9,1,1,1,1,74,99,125,7,194,122,181,209
OTU19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,3,0,2,0,1,0,3,0,1,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3278,1621,4533,0,0,1,0,7,0,0,0,0,0,15,0,2,0,2,0,9,0,1,0,1,0,5,0,2,2,2,0,14,0,1,0,0,0,20,0,5,0,4,0,2,0,2,1,1,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,32919,46075,453307,0,0,8531,7028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,29,36,0,561,92,1,3,1,786,178,1618,0,363,1,138,2744,1,0,51,15,1,15,2,70,656,8,404,131,3020,439,2,142,21,1,0,0,1073,2,2,25,38,3,23,21,19,2,1,1,1,2,0,0,1,1,2,2,0,3,60,5,6,0,8,3,6,6,0,0,1,0,37,71,9,22,38,48,12,33,23,18,71,65,23,12,32,23,42,28,31,36,0,0,0,0,0,0,0,0,0,0,3,23,30,52,7,62,53,158,87
OTU20,1,0,0,0,0,0,0,0,0,0,0,1,2,1,3,0,5,1,1,0,0,1,1,0,2,1,0,0,0,0,1,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,443,3,423,2,488,8,39,1,43,2,46,2,41,1,43,1,30,0,69,2,50,1,49,3,7,6,21,3,15,3,25,4,20,3,16,2,0,27,5,30,1,3,4,1,8,1,3,3,0,3,1,0,3,4,1,0,0,3,2,3,4,1,1,2,1,1,1,1,5,3,2,0,3,1,3,1,193,0,124,3,160,0,22,1,18,1,21,1,13,2,11,3,12,5,14,4,17,3,14,2,7,1,10,3,11,2,4,1,3,1,5,2,0,14,27,131,0,0,3022,2163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,414,376,353,0,101,13,1,5,0,127,28,317,0,67,4,35,487,1,8,5,2,4,2,1,17,103,2,54,12,102,67,22,9,7,1,10,2,180,2,12,263,595,7,281,252,266,4,8,11,20,18,11,13,10,26,4,4,4,12,128,50,42,54,31,30,34,25,1,6,3,5,535,549,255,285,563,899,344,424,404,339,667,799,390,425,964,556,734,652,586,483,2,6,11,5,6,11,18,23,9,8,5,390,515,820,39,1238,785,1095,1281
OTU21,1,0,0,0,0,0,0,0,0,5,3,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,134,0,132,1,144,0,69,0,69,0,62,0,29,0,45,0,46,0,112,0,84,0,87,0,53,0,97,0,128,0,105,0,75,0,71,0,0,0,0,0,0,1,2,2,0,0,2,0,1,1,1,0,0,2,3,2,0,1,2,0,2,2,4,1,4,2,2,2,2,4,3,0,3,3,5,4,363,0,272,0,288,0,187,0,165,1,173,0,102,2,123,0,93,1,199,1,142,5,156,1,238,6,228,1,174,4,214,0,142,0,176,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU22,0,0,1,1,0,0,0,0,0,7,8,6,32,16,28,11,24,12,19,6,19,6,15,3,48,13,33,12,27,12,52,6,52,12,23,5,16,23,17,13,14,13,7,10,20,8,16,5,404,77,454,84,443,80,88,31,78,26,73,50,51,44,81,51,57,42,139,59,126,23,113,56,81,126,74,98,90,115,84,40,58,53,42,61,0,0,0,0,112,72,66,46,83,45,109,39,148,47,97,38,102,84,189,108,126,82,115,59,117,66,102,40,70,73,76,64,62,85,80,44,83,60,66,46,227,52,167,39,214,56,60,30,45,26,59,29,37,49,33,31,38,40,65,63,44,75,60,84,39,99,41,90,32,94,29,35,24,37,20,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU23,0,0,0,0,0,1,0,0,0,1,0,1,8,7,18,5,24,8,8,3,20,5,18,3,6,10,13,8,10,5,35,6,13,4,14,2,6,1,17,6,8,7,11,16,11,5,8,5,299,10,309,3,356,6,43,6,46,6,50,4,42,8,58,6,43,8,90,0,87,3,74,7,39,9,43,5,39,11,35,6,36,7,17,4,0,0,0,0,6,4,5,1,1,2,2,3,6,2,11,3,5,7,7,3,5,5,9,9,8,9,3,4,2,7,11,3,6,9,5,1,4,8,6,6,66,3,53,2,68,4,11,1,13,1,15,2,13,2,6,0,16,2,11,4,9,1,7,4,7,4,8,4,10,2,5,2,4,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,92,87,73,0,4,2,2,1,0,2,6,5,1,5,4,1,9,0,0,2,2,0,0,2,1,0,0,1,0,4,0,1,0,2,0,1,1,2,1,3,18,59,1,20,23,27,4,2,1,1,2,0,0,2,0,0,0,1,1,8,10,8,8,19,4,6,11,0,0,0,0,91,94,37,47,68,64,39,65,67,38,141,147,82,72,69,67,90,63,105,40,0,0,1,0,0,0,0,2,2,1,0,48,46,41,16,55,74,53,57
OTU24,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,1,1,18,1,18,0,7,1,2,0,3,0,0,0,3,0,2,0,2,0,3,0,0,0,1,0,1,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,2,0,0,0,1,0,0,0,0,1,1,0,0,1,0,2,2,0,2,0,5,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU25,1,0,1,0,1,0,13,10,17,3,3,2,0,0,0,0,1,0,0,1,2,0,1,0,13,1,20,4,8,4,360,19,284,29,204,9,224,113,432,100,249,89,139,388,268,279,234,346,1,1,0,0,5,0,0,0,0,0,0,1,6,1,12,1,6,2,187,6,144,2,168,8,282,31,274,36,335,50,334,117,221,110,174,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,0,2,0,1,0,0,0,6,2,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,38,11832,10722,9936,16,905,132,80,59,96,744,818,3769,302,44,32,437,4193,0,0,112,70,0,52,140,42,543,80,8,145,747,2,7,8,72,61,47,1,3674,38,43,213,10,26,284,229,207,321,265,222,323,11,12,9,8,9,106,139,114,109,101,575,592,790,624,143,340,351,19,25,35,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,1,38,175,203,22,9,272,279,61,134,105,6,13,6,414,19,20,20,11
OTU26,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,103,89,94,4,16,1,0,0,9,1,7,5,12,0,6,2,8,0,2,4,0,0,0,1,0,6,22,0,0,55,0,1,0,1,1,1,2,2,2,9,5,1,5,9,7,7,8,18,17,10,1,4,2,3,8,10,12,1,3,1,4,17,10,4,8,16,10,7,14,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,5,0,2,9,1,10,2,0,0,0,12,0,0,1,1
OTU27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
