sample_id,dropped_analysis_id
ERS805487,ERR977408
ERS805496,ERR977412
ERS805496,ERR977413
ERS805497,ERR977414
ERS805497,ERR977416
ERS805498,ERR977418
ERS805498,ERR977419
ERS805499,ERR977422
ERS805499,ERR977420
