Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Family_Genus,ERR770579,ERR770580,ERR770581,ERR770582,ERR770583,ERR770584
Bacteria,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Slackia,Slackia_Coriobacteriaceae,0,0,0,8,12,8
Bacteria,Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,Rubrobacter_Rubrobacteraceae,0,0,0,1,2,2
Bacteria,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Conexibacter,Conexibacter_Conexibacteraceae,0,0,0,0,0,2
Bacteria,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Patulibacteraceae,Patulibacter,Patulibacter_Patulibacteraceae,0,0,0,1,0,0
Bacteria,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas,Chthonomonas_Chthonomonadaceae,0,0,0,0,0,1
Bacteria,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonas,Fimbriimonas_Fimbriimonadaceae,0,0,0,40,38,40
Bacteria,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_Bacteroidaceae,3,4,5,186,169,164
Bacteria,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiaceae,Cytophaga,Cytophaga_Marinilabiaceae,0,0,0,3,5,2
Bacteria,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Butyricimonas_Odoribacteraceae,0,0,0,0,1,1
Bacteria,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,Odoribacter_Odoribacteraceae,0,0,0,4,2,0
Bacteria,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paraprevotellaceae,Paraprevotella,Paraprevotella_Paraprevotellaceae,0,0,0,6,6,11
Bacteria,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paraprevotellaceae,Prevotella,Prevotella_Paraprevotellaceae,0,0,0,8,4,6
Bacteria,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Dysgonomonas,Dysgonomonas_Porphyromonadaceae,0,0,0,3,6,1
Bacteria,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Paludibacter,Paludibacter_Porphyromonadaceae,0,0,2,138,119,124
Bacteria,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,Parabacteroides_Porphyromonadaceae,1,0,0,39,45,29
Bacteria,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas_Porphyromonadaceae,0,0,0,2,4,1
Bacteria,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Tannerella,Tannerella_Porphyromonadaceae,0,0,0,2,0,0
Bacteria,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_Prevotellaceae,5,4,1,182,193,181
Bacteria,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Rikenella_Rikenellaceae,0,0,0,4,2,7
Bacteria,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Adhaeribacter,Adhaeribacter_Cytophagaceae,0,0,0,9,13,9
Bacteria,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cytophaga,Cytophaga_Cytophagaceae,0,0,0,4,1,0
Bacteria,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,Dyadobacter_Cytophagaceae,0,0,0,4,1,1
Bacteria,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Flectobacillus,Flectobacillus_Cytophagaceae,4,2,5,2,1,0
Bacteria,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,Hymenobacter_Cytophagaceae,0,0,0,1,0,1
Bacteria,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Leadbetterella,Leadbetterella_Cytophagaceae,0,1,2,67,48,46
Bacteria,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Rhodocytophaga,Rhodocytophaga_Cytophagaceae,0,0,0,3,4,7
Bacteria,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Rudanella,Rudanella_Cytophagaceae,0,0,0,0,1,0
Bacteria,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Runella,Runella_Cytophagaceae,0,0,1,101,98,107
Bacteria,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Spirosoma_Cytophagaceae,0,0,0,10,7,3
Bacteria,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Sporocytophaga,Sporocytophaga_Cytophagaceae,0,0,0,1,0,2
Bacteria,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Flexibacter,Flexibacter_Flammeovirgaceae,0,0,0,1,1,0
Bacteria,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Fulvivirga,Fulvivirga_Flammeovirgaceae,0,0,0,1,0,0
Bacteria,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Persicobacter,Persicobacter_Flammeovirgaceae,0,0,0,1,0,1
Bacteria,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Reichenbachiella,Reichenbachiella_Flammeovirgaceae,0,0,0,0,1,0
Bacteria,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Roseivirga,Roseivirga_Flammeovirgaceae,0,0,0,13,13,7
Bacteria,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Blattabacteriaceae,Blattabacterium,Blattabacterium_Blattabacteriaceae,0,0,0,0,0,1
Bacteria,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Crocinitomix,Crocinitomix_Cryomorphaceae,0,1,2,170,148,119
Bacteria,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Cryomorpha,Cryomorpha_Cryomorphaceae,0,0,0,5,6,1
Bacteria,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola,Fluviicola_Cryomorphaceae,1,0,3,219,164,177
Bacteria,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Owenweeksia,Owenweeksia_Cryomorphaceae,0,0,0,0,2,0
Bacteria,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Wandonia,Wandonia_Cryomorphaceae,0,0,0,1,1,3
Bacteria,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita,Aequorivita_Flavobacteriaceae,0,0,0,0,1,0
Bacteria,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga_Flavobacteriaceae,0,0,0,6,9,7
Bacteria,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga_Flavobacteriaceae,0,0,0,2,3,1
Bacteria,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_Flavobacteriaceae,9,4,21,538,558,515
Bacteria,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gillisia,Gillisia_Flavobacteriaceae,0,0,0,0,0,1
Bacteria,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Kordia,Kordia_Flavobacteriaceae,0,0,0,2,11,7
Bacteria,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lutibacter,Lutibacter_Flavobacteriaceae,0,0,0,1,0,1
Bacteria,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides,Myroides_Flavobacteriaceae,0,0,0,4,3,3
Bacteria,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Olleya,Olleya_Flavobacteriaceae,0,0,0,3,3,0
Bacteria,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,Psychroflexus_Flavobacteriaceae,0,0,0,5,0,1
Bacteria,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum_Flavobacteriaceae,0,0,0,0,0,1
Bacteria,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Ulvibacter,Ulvibacter_Flavobacteriaceae,0,0,0,2,0,0
Bacteria,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Winogradskyella_Flavobacteriaceae,0,0,0,7,0,3
Bacteria,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium_Weeksellaceae,0,0,4,100,100,76
Bacteria,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Cloacibacterium,Cloacibacterium_Weeksellaceae,0,2,4,123,109,95
Bacteria,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Riemerella,Riemerella_Weeksellaceae,0,0,0,0,1,2
Bacteria,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Wautersiella,Wautersiella_Weeksellaceae,0,0,0,20,22,31
Bacteria,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Weeksella,Weeksella_Weeksellaceae,0,0,0,2,0,0
Bacteria,Bacteria,Bacteroidetes,Rhodothermi,Rhodothermales,Balneolaceae,Balneola,Balneola_Balneolaceae,0,0,0,1,1,1
Bacteria,Bacteria,Bacteroidetes,Rhodothermi,Rhodothermales,Rhodothermaceae,Rhodothermus,Rhodothermus_Rhodothermaceae,0,0,0,1,0,0
Bacteria,Bacteria,Bacteroidetes,Rhodothermi,Rhodothermales,Rhodothermaceae,Rubricoccus,Rubricoccus_Rhodothermaceae,0,0,0,8,11,4
Bacteria,Bacteria,Bacteroidetes,Rhodothermi,Rhodothermales,Rhodothermaceae,Salinibacter,Salinibacter_Rhodothermaceae,0,0,0,1,1,0
Bacteria,Bacteria,Bacteroidetes,Rhodothermi,Rhodothermales,Rhodothermaceae,Salisaeta,Salisaeta_Rhodothermaceae,0,0,0,0,0,1
Bacteria,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Chitinophaga,Chitinophaga_Chitinophagaceae,0,0,0,32,39,37
Bacteria,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Flavihumibacter,Flavihumibacter_Chitinophagaceae,0,0,1,2,1,0
Bacteria,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Flavisolibacter,Flavisolibacter_Chitinophagaceae,0,0,0,40,29,26
Bacteria,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Niabella,Niabella_Chitinophagaceae,0,0,0,35,39,29
Bacteria,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Niastella,Niastella_Chitinophagaceae,0,0,0,6,2,3
Bacteria,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Sediminibacterium,Sediminibacterium_Chitinophagaceae,0,0,0,91,72,69
Bacteria,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Segetibacter,Segetibacter_Chitinophagaceae,0,0,0,48,46,75
Bacteria,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Saprospiraceae,Haliscomenobacter,Haliscomenobacter_Saprospiraceae,0,2,5,127,126,129
Bacteria,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Saprospiraceae,Lewinella,Lewinella_Saprospiraceae,0,0,0,10,3,5
Bacteria,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Saprospiraceae,Portibacter,Portibacter_Saprospiraceae,0,0,0,0,1,0
Bacteria,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Saprospiraceae,Rubidimonas,Rubidimonas_Saprospiraceae,0,0,0,0,0,1
Bacteria,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Saprospiraceae,Saprospira,Saprospira_Saprospiraceae,0,0,0,33,38,30
Bacteria,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Parapedobacter,Parapedobacter_Sphingobacteriaceae,0,0,0,1,0,0
Bacteria,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter_Sphingobacteriaceae,0,0,0,11,8,8
Bacteria,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium_Sphingobacteriaceae,1,0,0,3,6,3
Bacteria,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Criblamydiaceae,Criblamydia,Criblamydia_Criblamydiaceae,0,0,0,1,0,0
Bacteria,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Criblamydiaceae,Estrella,Estrella_Criblamydiaceae,0,0,0,2,0,3
Bacteria,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,Parachlamydia,Parachlamydia_Parachlamydiaceae,0,0,0,6,5,4
Bacteria,Bacteria,Chlorobi,Chlorobia,Chloroherpetales,Chloroherpetaceae,Chloroherpeton,Chloroherpeton_Chloroherpetaceae,0,0,0,1,3,0
Bacteria,Bacteria,Chlorobi,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium,Ignavibacterium_Ignavibacteriaceae,0,0,0,6,8,10
Bacteria,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,Anaerolinea,Anaerolinea_Anaerolinaceae,1,0,0,53,66,58
Bacteria,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,Bellilinea,Bellilinea_Anaerolinaceae,0,0,0,1,4,4
Bacteria,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,Levilinea,Levilinea_Anaerolinaceae,0,0,0,0,1,0
Bacteria,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,Longilinea,Longilinea_Anaerolinaceae,0,0,0,0,2,0
Bacteria,Bacteria,Chloroflexi,Anaerolineae,Ardenscatenales,Ardenscatenaceae,Ardenscatena,Ardenscatena_Ardenscatenaceae,0,0,0,19,13,13
Bacteria,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,Caldilinea,Caldilinea_Caldilineaceae,4,2,18,3733,3560,3287
Bacteria,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,Litorilinea,Litorilinea_Caldilineaceae,0,0,0,12,12,12
Bacteria,Bacteria,Chloroflexi,Chloroflexi,Chloroflexales,Chloroflexaceae,Chloronema,Chloronema_Chloroflexaceae,0,0,0,0,4,5
Bacteria,Bacteria,Chloroflexi,Chloroflexi,Chloroflexales,Oscillochloridaceae,Oscillochloris,Oscillochloris_Oscillochloridaceae,0,0,0,1,1,1
Bacteria,Bacteria,Chloroflexi,Chloroflexi,Roseiflexales,Kouleothrixaceae,Kouleothrix,Kouleothrix_Kouleothrixaceae,0,0,0,4,5,6
Bacteria,Bacteria,Chloroflexi,Chloroflexi,Roseiflexales,Roseiflexaceae,Roseiflexus,Roseiflexus_Roseiflexaceae,0,0,0,3,5,10
Bacteria,Bacteria,Chloroflexi,Ktedonobacteria,Thermogemmatisporales,Thermogemmatisporaceae,Thermogemmatispora,Thermogemmatispora_Thermogemmatisporaceae,0,0,0,1,0,0
Bacteria,Bacteria,Cyanobacteria,Gloeobacterophycideae,Gloeobacterales,Gloeobacteraceae,Gloeobacter,Gloeobacter_Gloeobacteraceae,0,0,0,1,2,2
Bacteria,Bacteria,Cyanobacteria,Nostocophycideae,Nostocales,Nostocaceae,Cylindrospermopsis,Cylindrospermopsis_Nostocaceae,0,0,0,0,1,0
Bacteria,Bacteria,Cyanobacteria,Nostocophycideae,Nostocales,Nostocaceae,Nodularia,Nodularia_Nostocaceae,0,0,0,1,0,0
Bacteria,Bacteria,Cyanobacteria,Nostocophycideae,Nostocales,Nostocaceae,Nostoc,Nostoc_Nostocaceae,0,0,0,1,0,0
Bacteria,Bacteria,Cyanobacteria,Nostocophycideae,Nostocales,Nostocaceae,Stigonema,Stigonema_Nostocaceae,0,0,0,1,2,2
Bacteria,Bacteria,Cyanobacteria,Nostocophycideae,Stigonematales,Rivulariaceae,Calothrix,Calothrix_Rivulariaceae,0,0,0,2,1,5
Bacteria,Bacteria,Cyanobacteria,Nostocophycideae,Stigonematales,Rivulariaceae,Rivularia,Rivularia_Rivulariaceae,0,0,0,30,34,34
Bacteria,Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Gomphosphaeriaceae,Snowella,Snowella_Gomphosphaeriaceae,0,0,0,1,0,1
Bacteria,Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Xenococcaceae,Chroococcidiopsis,Chroococcidiopsis_Xenococcaceae,0,0,0,2,3,3
Bacteria,Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Xenococcaceae,Pleurocapsa,Pleurocapsa_Xenococcaceae,0,0,0,0,1,0
Bacteria,Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Phormidiaceae,Microcoleus,Microcoleus_Phormidiaceae,0,0,0,2,1,0
Bacteria,Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Phormidiaceae,Oscillatoria,Oscillatoria_Phormidiaceae,0,0,0,1,0,0
Bacteria,Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Phormidiaceae,Phormidium,Phormidium_Phormidiaceae,0,0,0,10,9,6
Bacteria,Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Phormidiaceae,Planktothricoides,Planktothricoides_Phormidiaceae,0,0,0,0,2,0
Bacteria,Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Phormidiaceae,Planktothrix,Planktothrix_Phormidiaceae,0,0,0,4,1,3
Bacteria,Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Phormidiaceae,Symploca,Symploca_Phormidiaceae,0,0,0,1,0,1
Bacteria,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,Halomicronema,Halomicronema_Pseudanabaenaceae,0,0,0,1,1,0
Bacteria,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,Leptolyngbya,Leptolyngbya_Pseudanabaenaceae,0,0,0,15,14,9
Bacteria,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena,Pseudanabaena_Pseudanabaenaceae,0,0,0,2,0,4
Bacteria,Bacteria,Cyanobacteria,Synechococcophycideae,Synechococcales,Acaryochloridaceae,Acaryochloris,Acaryochloris_Acaryochloridaceae,0,0,0,0,0,1
Bacteria,Bacteria,Cyanobacteria,Synechococcophycideae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus_Synechococcaceae,0,0,0,2,1,0
Bacteria,Bacteria,Dictyoglomi,Dictyoglomia,Dictyoglomales,Dictyoglomaceae,Dictyoglomus,Dictyoglomus_Dictyoglomaceae,0,0,0,1,1,0
Bacteria,Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,Fibrobacter_Fibrobacteraceae,0,0,1,3,4,1
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,Alicyclobacillus_Alicyclobacillaceae,0,0,0,5,4,0
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Alkalibacillus,Alkalibacillus_Bacillaceae,0,0,0,0,1,0
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anaerobacillus,Anaerobacillus_Bacillaceae,0,0,0,1,0,0
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,Anoxybacillus_Bacillaceae,0,0,0,2,0,1
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_Bacillaceae,0,0,2,91,73,77
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus_Bacillaceae,0,0,0,1,0,1
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lentibacillus,Lentibacillus_Bacillaceae,0,0,0,0,1,0
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Marinibacillus,Marinibacillus_Bacillaceae,0,0,0,0,1,0
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Natribacillus,Natribacillus_Bacillaceae,0,0,0,2,1,2
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Ornithinibacillus,Ornithinibacillus_Bacillaceae,0,0,0,0,3,3
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus,Virgibacillus_Bacillaceae,0,0,0,1,1,0
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Exiguobacteraceae,Exiguobacterium,Exiguobacterium_Exiguobacteraceae,0,0,0,13,6,6
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Brochothrix,Brochothrix_Listeriaceae,0,0,0,3,3,1
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Aneurinibacillus,Aneurinibacillus_Paenibacillaceae,0,0,0,5,8,4
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,Brevibacillus_Paenibacillaceae,0,0,0,7,3,5
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Cohnella,Cohnella_Paenibacillaceae,0,0,0,1,1,0
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus_Paenibacillaceae,0,0,0,19,15,10
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,Lysinibacillus_Planococcaceae,0,0,0,9,7,10
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcus,Planococcus_Planococcaceae,0,0,0,0,1,0
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,Rummeliibacillus_Planococcaceae,0,0,0,6,6,2
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,Solibacillus_Planococcaceae,0,0,0,0,2,2
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina,Sporosarcina_Planococcaceae,0,0,0,23,21,14
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,Sporolactobacillus,Sporolactobacillus_Sporolactobacillaceae,0,0,0,78,79,58
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Jeotgalicoccus,Jeotgalicoccus_Staphylococcaceae,0,0,0,0,0,3
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Macrococcus,Macrococcus_Staphylococcaceae,0,0,0,1,3,0
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus,Salinicoccus_Staphylococcaceae,0,0,0,4,3,3
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_Staphylococcaceae,0,0,0,45,29,36
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Thermoactinomyces,Thermoactinomyces_Thermoactinomycetaceae,0,0,0,0,0,1
Bacteria,Bacteria,Firmicutes,Bacilli,Gemellales,Gemellaceae,Gemella,Gemella_Gemellaceae,0,0,0,1,1,2
Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,Abiotrophia_Aerococcaceae,0,0,0,1,0,0
Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,Aerococcus_Aerococcaceae,0,0,0,8,10,5
Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Alkalibacterium,Alkalibacterium_Aerococcaceae,0,0,0,0,1,0
Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,Facklamia_Aerococcaceae,0,0,0,47,37,36
Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Granulicatella,Granulicatella_Aerococcaceae,0,0,0,0,1,0
Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium_Carnobacteriaceae,0,1,1,269,236,218
Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Desemzia,Desemzia_Carnobacteriaceae,0,0,0,0,2,0
Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,Granulicatella_Carnobacteriaceae,0,0,1,71,99,76
Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Isobaculum,Isobaculum_Carnobacteriaceae,0,0,0,1,0,0
Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Trichococcus,Trichococcus_Carnobacteriaceae,14,18,41,2195,2093,1961
Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_Enterococcaceae,0,0,2,414,376,353
Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus,Vagococcus_Enterococcaceae,0,0,3,365,313,273
Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_Lactobacillaceae,0,0,4,327,316,260
Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus_Lactobacillaceae,0,0,0,2,1,1
Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Fructobacillus,Fructobacillus_Leuconostocaceae,0,0,0,1,0,1
Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc_Leuconostocaceae,0,1,0,10,14,9
Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Weissella_Leuconostocaceae,0,0,0,3,1,1
Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus_Streptococcaceae,2,1,1,508,500,430
Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_Streptococcaceae,6,6,23,1208,1074,930
Bacteria,Bacteria,Firmicutes,Bacilli,Turicibacterales,Turicibacteraceae,Turicibacter,Turicibacter_Turicibacteraceae,1,0,4,166,142,143
