OTU,ERR770579,ERR770580,ERR770581,ERR770582,ERR770583,ERR770584,ERR1076078,ERR1414267,ERR1414271,ERR1414265,ERR1414209,ERR1414210,ERR1414211,ERR1414212,ERR1414213,ERR1414214,ERR1414215,ERR1414216,ERR1414217,ERR1414218,ERR1414219,ERR1414220,ERR1414221,ERR1414222,ERR1414223,ERR1414224,ERR1414225,ERR1414226,ERR1414227,ERR1414228,ERR1414229,ERR1414230,ERR1414231,ERR1414232,ERR1414233,ERR1414234,ERR1414235,ERR1414236,ERR1414237,ERR1414238,ERR1414239,ERR1414240,ERR1414241,ERR1414242,ERR1414243,ERR1414244,ERR1414245,ERR1414246,ERR1414247,ERR1414248,ERR1414249,ERR1414250,ERR1414251,ERR1414252,ERR1414253,ERR1414254,ERR1414255,ERR1414256,ERR1414257,ERR1414258,ERR1414259,ERR1414260,ERR1414261,ERR1414262,ERR1414263,ERR1414264,ERR1414266,ERR1414268,ERR1414269,ERR1414270,ERR1414272,ERR1414273,ERR1414274,ERR1414275,ERR1414276,ERR1414277,ERR1414278,ERR2586215,ERR2586216,ERR2586217,ERR2586218,ERR2586219,ERR2586220
OTU231,0,0,1,32,23,17,0,14,10,0,19,22,24,1,3,2,7,0,0,0,2,0,0,0,0,0,0,5,3,2,4,2,0,1,0,0,0,0,2,0,10,6,16,21,3,3,2,5,2,0,12,4,22,5,2,2,0,3,0,0,2,5,0,0,0,7,0,0,0,9,13,14,3,14,11,13,8,0,0,0,0,0,0
OTU232,0,0,0,45,45,22,0,35,50,3,42,27,27,2,2,6,6,0,1,0,2,0,0,0,0,0,9,12,12,9,17,4,10,13,0,0,0,0,43,52,30,28,55,71,45,83,38,21,39,61,62,27,77,29,71,46,52,57,0,0,22,7,0,1,0,2,9,1,0,35,32,68,22,69,37,45,64,0,0,0,0,0,0
OTU233,0,0,0,4,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU234,0,0,0,0,1,0,0,1,1,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,2,2,0,2,1,5,0,0,1,0,0,1,4,0,2,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,1,0,0,0,0,0,0,0
OTU235,0,0,0,13,12,10,0,3,10,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,1,2,0,0,0,0,1,3,4,4,1,3,3,0,1,0,0,1,3,6,10,11,4,5,6,0,0,0,1,0,0,0,0,0,2,0,0,4,4,10,0,9,6,7,6,0,0,0,0,0,0
OTU236,0,0,0,4,2,1,0,3,2,0,1,0,4,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,4,3,0,0,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,3,4,0,3,0,0,0,0,0,0
OTU237,0,0,1,368,306,276,0,133,223,14,169,160,172,19,19,28,37,8,2,2,5,5,1,0,1,1,34,46,53,55,52,22,59,48,0,1,0,2,126,173,150,163,175,188,206,178,109,153,171,249,224,203,386,174,269,238,170,123,0,0,18,22,0,1,9,0,17,2,4,135,181,303,76,238,181,213,251,0,0,0,0,0,0
OTU238,0,0,0,6,6,9,0,4,15,1,6,3,6,0,2,0,1,0,0,0,0,1,0,1,1,0,2,5,3,6,3,0,1,2,0,0,0,0,2,6,2,1,10,9,6,12,7,2,2,4,8,1,6,2,2,4,2,0,0,0,0,0,0,0,0,0,2,0,0,14,8,15,3,13,10,19,11,0,0,0,0,0,0
OTU239,0,0,0,2,0,1,0,2,12,0,2,3,2,0,0,0,0,6,6,9,5,10,3,6,4,4,2,0,1,1,1,0,2,0,2,2,4,3,1,6,5,3,7,6,9,0,2,11,0,3,3,1,7,2,5,13,24,0,0,0,0,0,2,0,1,0,4,6,1,4,8,8,1,8,4,5,9,0,0,0,0,0,0
OTU240,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU241,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU242,0,0,0,3,3,2,0,29,64,1,25,11,27,0,0,1,0,0,0,0,2,0,0,0,0,0,14,0,0,0,1,0,1,0,0,0,1,1,340,389,84,70,130,168,75,74,131,125,469,530,151,120,299,133,151,151,117,190,0,0,0,0,0,0,0,0,1,0,1,34,40,69,2,59,40,59,55,0,0,0,0,0,0
OTU243,0,0,0,32,25,20,0,0,2,0,0,2,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,4,5,4,2,7,4,2,0,4,0,3,6,0,0,2,4,10,5,4,5,0,0,0,0,0,1,0,0,0,0,0,1,1,6,1,3,0,2,1,0,0,0,0,0,0
OTU244,0,0,0,2,1,1,0,1,0,0,2,1,2,0,1,0,0,1,3,0,2,5,0,3,2,4,4,0,0,0,0,0,0,1,1,0,2,3,1,0,0,1,0,2,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,2,6,0,1,0,0,1,0,1,1,0,0,0,0,0,0
OTU245,0,0,0,1,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,1,1,0,0,0,9,3,1,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
OTU246,2,2,1,305,337,252,0,346,545,47,495,528,533,14,14,11,27,15,9,10,14,11,4,4,0,2,74,26,29,26,40,20,24,24,3,2,1,5,593,698,400,413,506,573,407,341,307,323,887,809,714,588,802,438,538,547,284,441,3,9,5,1,21,27,5,21,18,0,4,376,391,662,25,568,432,522,543,0,0,0,0,0,0
OTU247,1,0,0,101,76,66,0,23,62,0,37,37,39,4,5,1,4,0,3,0,1,2,0,0,0,1,13,9,13,11,8,6,15,11,0,0,0,0,25,30,21,22,33,28,43,38,7,2,35,17,66,37,55,30,60,37,20,26,0,0,1,0,0,2,0,9,0,0,0,48,69,95,15,69,57,61,65,0,0,0,0,0,0
OTU248,0,0,0,139,135,114,0,148,81,0,170,197,232,4,0,5,2,95,97,89,104,115,6,15,7,13,21,7,6,4,9,2,6,12,5,3,4,7,35,25,48,73,77,88,71,80,56,55,21,28,61,56,132,57,79,55,46,40,0,0,0,0,0,5,0,0,2,18,6,75,70,117,16,119,105,127,121,0,0,0,0,0,0
OTU249,0,0,0,6,2,2,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1,2,0,0,0,0,1,2,0,6,1,0,0,0,0,5,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,1,0,0,0,0,0,0
OTU250,0,0,0,1,1,2,0,0,6,0,3,2,5,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,7,3,0,0,0,1,3,3,0,5,0,0,0,0,0,0,0,0,0,7,5,0,1,0,0,0,2,3,3,0,1,3,2,6,0,0,0,0,0,0
OTU251,0,0,1,2,3,4,0,15,15,0,8,5,17,0,0,1,0,0,0,2,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,0,1,0,6,15,6,7,4,4,3,1,5,8,11,5,2,10,7,3,3,4,6,7,0,0,0,0,0,0,0,0,0,0,0,18,17,10,0,28,29,35,38,0,0,0,0,0,0
OTU252,0,0,0,6,4,5,0,7,17,0,4,5,8,0,0,1,0,1,0,0,0,0,0,0,0,0,5,6,0,5,3,2,2,2,1,0,0,0,5,17,5,3,3,9,6,8,12,10,34,25,20,14,6,2,15,4,6,4,0,0,5,0,1,0,0,0,0,0,0,10,21,18,2,32,25,33,46,0,0,0,0,0,0
OTU253,0,0,0,5,4,3,0,3,13,0,8,2,4,0,1,0,0,0,0,0,1,0,0,0,0,0,10,4,0,3,6,4,0,2,0,1,0,0,15,20,0,9,4,14,6,8,6,4,19,32,9,13,13,4,11,11,14,6,0,0,0,0,0,0,3,1,0,0,0,16,21,16,3,49,19,48,41,0,0,0,0,0,0
OTU254,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
OTU255,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
OTU256,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,1,0,0,0,2,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0
OTU257,0,0,0,9,3,5,0,3,4,0,3,6,3,0,1,0,1,0,0,0,2,0,0,0,0,0,2,0,1,1,1,0,0,3,0,0,0,0,2,1,5,3,7,8,1,5,1,0,4,14,5,0,5,3,2,7,8,9,0,0,3,0,0,0,0,1,0,0,0,4,5,8,4,6,6,7,3,0,0,0,0,0,0
OTU258,0,0,1,190,152,163,0,24,39,1,22,21,26,5,5,4,8,4,2,2,1,2,3,0,0,1,8,14,21,16,20,12,22,11,0,0,0,0,123,177,48,37,67,95,67,60,64,68,195,276,86,79,136,37,93,100,118,90,0,3,7,7,0,1,3,2,2,0,1,39,49,55,21,67,36,46,62,0,0,0,0,0,0
OTU259,0,0,1,58,56,37,0,3,3,0,4,1,4,0,0,0,1,2,1,1,0,0,0,2,0,0,4,5,4,2,3,1,1,4,0,0,0,0,19,24,4,5,2,13,5,2,4,4,17,14,8,4,9,8,6,10,3,7,0,15,0,0,0,1,2,2,0,1,0,5,3,8,2,10,5,7,6,0,0,0,0,0,0
OTU260,0,0,0,7,8,3,0,3,4,0,3,4,3,1,2,1,1,0,0,0,0,0,0,0,1,1,0,0,2,3,3,0,2,2,0,0,0,0,2,15,11,4,3,13,1,7,8,5,3,11,5,5,21,6,0,6,4,14,0,0,0,0,0,0,0,0,0,0,0,5,2,5,2,9,3,6,4,0,0,0,0,0,0
OTU261,0,0,0,6,5,3,0,14,18,1,23,17,12,0,4,0,2,0,0,0,1,2,1,0,2,1,4,0,0,0,0,0,0,3,0,0,0,0,11,2,6,15,11,32,13,25,3,10,6,2,12,28,22,9,17,20,26,22,0,0,0,0,0,0,0,0,0,1,0,18,19,30,0,38,15,21,25,0,0,0,0,0,0
OTU262,1,0,0,1,0,1,0,14,31,1,8,12,15,1,0,0,0,0,0,0,1,0,0,0,0,0,6,0,1,0,0,0,1,2,0,0,0,0,4,3,6,8,19,38,19,19,3,24,5,12,20,8,23,7,28,21,15,31,0,0,1,0,0,3,0,0,0,0,0,19,24,27,0,70,27,33,42,0,0,0,0,0,0
OTU263,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU264,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU265,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU266,0,0,0,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU267,0,0,0,3,2,1,0,3,5,0,3,0,1,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,5,4,6,4,6,0,0,9,3,1,9,8,0,0,4,7,0,3,0,0,0,0,0,0,4,1,5,0,1,2,7,4,0,7,1,6,4,0,0,0,0,0,0
OTU268,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU269,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU270,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU271,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU272,0,0,0,1,6,2,0,0,0,3,0,0,0,1,0,0,2,0,0,1,0,1,2,0,0,0,0,5,4,4,3,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,0,1,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU273,1,2,0,15,11,12,0,3,0,7,3,3,5,6,6,4,6,6,3,5,3,5,15,10,1,4,4,24,18,11,22,11,10,9,1,10,6,3,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,43,37,60,0,0,14,12,3,10,2,0,0,1,16,0,0,0,1,0,0,0,0,0,0
OTU274,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU275,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU276,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU277,0,0,1,29,23,24,3,1,0,1,1,1,0,3,3,6,7,0,4,2,2,3,0,0,0,0,0,3,4,2,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,3,0,0,4,2,4,4,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0
OTU278,0,1,2,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU279,0,0,1,14,11,13,0,1,0,0,2,2,3,0,1,0,4,1,0,2,0,1,1,0,0,0,0,2,1,2,3,4,3,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU280,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU281,0,0,0,3,1,2,0,0,0,0,2,0,0,3,2,1,0,0,1,0,1,0,0,2,1,0,1,2,2,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU282,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU283,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU284,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU285,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
OTU286,0,0,0,3,1,6,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU287,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU288,0,0,0,29,23,23,0,12,1,8,7,9,9,6,1,7,6,6,1,2,2,5,3,4,3,0,0,3,2,7,1,1,1,4,0,0,1,1,3,1,5,3,6,7,5,5,1,2,5,5,6,7,6,1,1,3,5,0,0,0,0,0,0,0,10,6,2,1,1,1,4,4,4,9,3,14,4,0,0,0,0,0,0
OTU289,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU290,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU291,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU292,0,0,0,0,1,2,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,2,3,1,2,0,0,3,1,1,2,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0
OTU293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU294,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU295,0,0,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
OTU296,0,1,0,32,19,21,0,14,14,1,8,9,7,3,1,2,0,5,6,5,1,5,1,6,1,1,6,3,2,6,2,3,7,5,2,1,3,4,1,10,11,7,9,23,14,5,5,11,16,15,7,10,20,3,8,28,15,22,0,0,5,11,0,0,2,0,9,7,1,15,17,29,4,17,16,20,24,0,0,0,0,0,0
OTU297,0,0,0,6,0,0,0,1,1,2,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0
OTU298,0,1,1,35,28,28,1,14,71,4,19,28,22,2,3,2,3,3,1,3,2,3,3,1,3,0,12,4,9,9,5,1,1,3,0,0,1,0,10,20,26,19,21,27,28,23,35,38,29,43,23,33,26,16,47,52,39,35,0,0,0,3,0,2,4,3,11,1,3,52,43,67,0,45,42,29,48,0,0,0,0,0,0
OTU299,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU300,0,0,0,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,2,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU301,0,0,0,10,9,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU302,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU303,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU304,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU305,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU306,0,0,0,1,2,4,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU307,0,0,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,2,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
OTU308,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
