OTU,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus
OTU116,Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Leptothrix
OTU117,Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia
OTU118,Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax
OTU119,Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Caenimonas
OTU120,Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas
OTU121,Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Curvibacter
OTU122,Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga
OTU123,Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans
OTU124,Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Macromonas
OTU125,Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia
OTU126,Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Pelomonas
OTU127,Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax
OTU128,Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella
OTU129,Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Aquaspirillum
OTU130,Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio
OTU131,Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Laribacter
OTU132,Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Vogesella
OTU133,Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Rivicola
OTU134,Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas
OTU135,Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Georgfuchsia
OTU136,Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Sterolibacterium
OTU137,Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Sulfuritalea
OTU138,Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Azonexaceae,Dechloromonas
OTU139,Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Azonexaceae,Ferribacterium
OTU140,Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira
OTU141,Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Propionivibrio
OTU142,Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Thauera
OTU143,Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Zoogloea
OTU144,Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfomicrobiaceae,Desulfomicrobium
OTU145,Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Bilophila
OTU146,Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter
OTU147,Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Kofleriaceae,Haliangium
OTU148,Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Labilitrichaceae,Labilithrix
OTU149,Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis
OTU150,Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter
OTU151,Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Smithella
OTU152,Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophorhabdaceae,Syntrophorhabdus
OTU153,Bacteria,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter
OTU154,Bacteria,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Sulfurospirillum
OTU155,Bacteria,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Sulfurimonas
OTU156,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,,,Acidibacter
OTU157,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,,Competibacteraceae,Plasticicumulans
OTU158,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
OTU159,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Tolumonas
OTU160,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrio
OTU161,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio
OTU162,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Lamprocystis
OTU163,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Plesiomonas
OTU164,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas
OTU165,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
OTU166,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Fluviicoccus
OTU167,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella
OTU168,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Perlucidibaca
OTU169,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
OTU170,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix
OTU171,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella
OTU172,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Tahibacter
OTU173,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas
OTU174,Bacteria,Bacteria,Proteobacteria,Oligoflexia,Bacteriovoracales,Bacteriovoracaceae,Bacteriovorax
OTU175,Bacteria,Bacteria,Proteobacteria,Oligoflexia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
OTU176,Bacteria,Bacteria,Spirochaetes,Spirochaetia,,Leptospiraceae,Leptospira
OTU177,Bacteria,Bacteria,Spirochaetes,Spirochaetia,,Leptospiraceae,Turneriella
OTU178,Bacteria,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sphaerochaeta
OTU179,Bacteria,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Thermovirga
OTU180,Bacteria,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma
OTU181,Bacteria,Bacteria,Thermotogae,Thermotogae,Thermotogales,Fervidobacteriaceae,Fervidobacterium
OTU182,Bacteria,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Cephaloticoccus
OTU183,Bacteria,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Lacunisphaera
OTU184,Bacteria,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus
OTU185,Bacteria,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia
OTU186,Bacteria,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Brevifollis
OTU187,Bacteria,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Luteolibacter
OTU188,Bacteria,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter
OTU189,Eukaryota,Eukaryota,,,,,Copromyxa
OTU190,Eukaryota,Eukaryota,,,Arcellinida,Arcellidae,Arcella
OTU191,Eukaryota,Eukaryota,,,Bicosoecida,Bicosoecidae,Bicosoeca
OTU192,Eukaryota,Eukaryota,,,Cryomonadida,Rhogostomidae,Rhogostoma
OTU193,Eukaryota,Eukaryota,,,Kinetoplastida,Bodonidae,Parabodo
OTU194,Eukaryota,Eukaryota,,,Kinetoplastida,Bodonidae,Procryptobia
OTU195,Eukaryota,Eukaryota,,Chrysophyceae,Chromulinales,Paraphysomonadaceae,Paraphysomonas
OTU196,Eukaryota,Eukaryota,,Ichthyosporea,Ichthyophonida,,Anurofeca
OTU197,Eukaryota,Eukaryota,,Litostomatea,Pleurostomatida,Amphileptidae,Hemiophrys
OTU198,Eukaryota,Eukaryota,,Oligohymenophorea,Sessilida,Epistylidae,Epistylis
OTU199,Eukaryota,Eukaryota,,Oligohymenophorea,Sessilida,Operculariidae,Opercularia
OTU200,Eukaryota,Eukaryota,,Oligohymenophorea,Sessilida,Opisthonectidae,Opisthonecta
OTU201,Eukaryota,Eukaryota,,Oligohymenophorea,Sessilida,Opisthonectidae,Telotrochidium
OTU202,Eukaryota,Eukaryota,,Oligohymenophorea,Sessilida,Vorticellidae,Epicarchesium
OTU203,Eukaryota,Eukaryota,,Oligohymenophorea,Sessilida,Vorticellidae,Pseudovorticella
OTU204,Eukaryota,Eukaryota,,Oligohymenophorea,Sessilida,Vorticellidae,Vorticella
OTU205,Eukaryota,Eukaryota,,Phyllopharyngea,Chlamydodontida,Chilodonellidae,Phascolodon
OTU206,Eukaryota,Eukaryota,,Phyllopharyngea,Chlamydodontida,Chilodonellidae,Pseudochilodonopsis
OTU207,Eukaryota,Eukaryota,,Phyllopharyngea,Dysteriida,Dysteriidae,Trochilia
OTU208,Eukaryota,Eukaryota,,Phyllopharyngea,Endogenida,Acinetidae,Acineta
OTU209,Eukaryota,Eukaryota,,Phyllopharyngea,Endogenida,Tokophryidae,Tokophrya
OTU210,Eukaryota,Eukaryota,,Prostomatea,Prorodontida,Prorodontidae,Prorodon
OTU211,Eukaryota,Eukaryota,,Spirotrichea,Euplotida,Aspidiscidae,Aspidisca
OTU212,Eukaryota,Eukaryota,Euglenida,,Sphenomonadales,Sphenomonadidae,Petalomonas
OTU213,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Geotrichum
OTU214,Eukaryota,Metazoa,Annelida,Clitellata,Haplotaxida,Enchytraeidae,Enchytraeus
OTU215,Eukaryota,Metazoa,Arthropoda,Insecta,Blattodea,Termopsidae,Zootermopsis
OTU216,Eukaryota,Metazoa,Nematoda,Chromadorea,Diplogasterida,Diplogasteridae,Rhabditidoides
OTU217,Eukaryota,Metazoa,Nematoda,Chromadorea,Rhabditida,Diplogastridae,Acrostichus
OTU218,Eukaryota,Metazoa,Rotifera,Bdelloidea,Adinetida,Adinetidae,Adineta
